fpga_trigger_id,fpga_tick,has_scope,scope_file_idx,scope_seg_idx,has_digi,digi_evnum,digi_tt_raw,digi_is_1hz,dt_ns
153,7363172066,0,-1,-1,1,178,4314321709,0,-53.657827377319336
154,7363516125,0,-1,-1,1,179,4314523304,0,-56.619439125061035
155,7364125276,0,-1,-1,1,180,4314880225,0,-59.71768856048584
156,7366824827,0,-1,-1,1,181,4316461980,0,-56.67219638824463
157,7367398125,0,-1,-1,1,182,4316797894,0,-56.036105155944824
158,7367415296,0,-1,-1,0,-1,-1,-1,nan
159,7367443442,0,-1,-1,1,183,4316824447,0,-53.49923610687256
160,7367856015,0,-1,-1,1,184,4317066186,0,-61.399269104003906
161,7368613713,0,-1,-1,1,185,4317510146,0,-60.34858226776123
162,7369042822,0,-1,-1,1,186,4317761575,0,-59.54179286956787
163,7369255389,0,-1,-1,1,187,4317886125,0,-58.79000663757324
164,7369432288,0,-1,-1,1,188,4317989776,0,-57.69599914550781
165,7369659081,0,-1,-1,1,189,4318122661,0,-61.00289821624756
166,7369689313,0,-1,-1,0,-1,-1,-1,nan
